NAME : Instance50-48
COMMENT : (Instance 5 satellites-forbidden, 50 customers-centroids)
TYPE : 2ECVRP
DIMENSION : 56
SATELLITES : 5
CUSTOMERS : 50
EDGE_WEIGHT_TYPE : EUC_2D
FLEET_SECTION
L1CAPACITY : 12500
L2CAPACITY : 5000
L1FLEET: 3
L2FLEET: 6
NODE_WEIGHT_DEMAND_SECTION:
c1	58	49	565	-1
c2	53.56	52.51	66	-1
c3	59.75	39.17	198	-1
c4	58.98	43.2	400	-1
c5	51.44	43.7	724	-1
c6	68	65	274	-1
c7	72.25	59.23	173	-1
c8	69.19	59.89	84	-1
c9	67.63	74.16	308	-1
c10	64.57	69.41	981	-1
c11	30	45	315	-1
c12	31.04	44.43	232	-1
c13	31.72	35.97	870	-1
c14	28.74	53.99	35	-1
c15	32.21	39.64	285	-1
c16	49	55	816	-1
c17	53.6	49.68	115	-1
c18	41.87	54.4	878	-1
c19	41.68	58.84	14	-1
c20	51.13	62.63	793	-1
c21	32	36	470	-1
c22	41.01	32.29	548	-1
c23	25.4	31.28	25	-1
c24	22.48	33.35	204	-1
c25	41.29	38.28	121	-1
c26	41	63	23	-1
c27	36.27	63.17	731	-1
c28	44.63	68.8	592	-1
c29	45.2	71.48	422	-1
c30	35.04	55.79	54	-1
c32	98	99	100	-1
c32	97.16	90.05	680	-1
c33	94.56	91.22	413	-1
c34	91.96	91.43	61	-1
c35	98.39	91.22	780	-1
c37	18	95	27	-1
c37	19.94	90.84	767	-1
c38	17.89	92.85	383	-1
c39	17.11	85.2	567	-1
c40	18.45	87.93	33	-1
c42	9	20	938	-1
c42	8.48	15.85	152	-1
c43	13.22	18.83	53	-1
c44	4.19	21.01	542	-1
c45	10.48	18.34	704	-1
c47	82	8	736	-1
c47	78.39	15.18	519	-1
c48	73.86	11.99	134	-1
c49	84.99	17.17	305	-1
c50	89.5	4.1	996	-1
s1	92.91	84	2	-1
s2	28.09	-1.98	2	-1
s3	87.44	86.25	2	-1
s4	15.51	4.53	2	-1
s5	2.91	68.31	2	-1
d0	46	174	100000	-1
-1				
EOF				
