NAME : Instance50-23				
"COMMENT : (Instance 3 satellites-forbidden, 50 customers-random)"				
TYPE : 2ECVRP				
DIMENSION : 54				
SATELLITES : 3				
CUSTOMERS : 50				
EDGE_WEIGHT_TYPE : EUC_2D				
FLEET_SECTION				
L1CAPACITY : 12500				
L2CAPACITY : 5000				
L1FLEET: 3				
L2FLEET: 6				
NODE_WEIGHT_DEMAND_SECTION:				
c1	51	43	457	-1
c2	98	47	521	-1
c3	88	34	933	-1
c4	98	81	474	-1
c5	64	41	997	-1
c6	36	21	707	-1
c7	5	8	987	-1
c8	36	5	817	-1
c9	53	1	280	-1
c10	58	10	542	-1
c11	47	75	494	-1
c12	74	70	410	-1
c13	38	65	784	-1
c14	56	68	6	-1
c15	42	89	690	-1
c16	86	50	802	-1
c17	49	58	878	-1
c18	47	84	897	-1
c19	77	100	645	-1
c20	66	15	71	-1
c21	14	95	73	-1
c22	24	51	240	-1
c23	40	54	55	-1
c24	31	43	566	-1
c25	76	0	91	-1
c26	98	41	547	-1
c27	8	9	954	-1
c28	92	9	667	-1
c29	39	46	323	-1
c30	93	40	225	-1
c31	11	37	724	-1
c32	74	79	910	-1
c33	75	74	605	-1
c34	5	77	324	-1
c35	96	68	738	-1
c36	44	30	477	-1
c37	47	3	140	-1
c38	90	81	772	-1
c39	31	76	898	-1
c40	9	45	675	-1
c41	100	76	945	-1
c42	12	91	926	-1
c43	75	62	654	-1
c44	2	94	306	-1
c45	22	71	358	-1
c46	24	0	297	-1
c47	61	1	175	-1
c48	69	7	774	-1
c49	73	21	954	-1
c50	27	51	368	-1
s1	32.84	-2.32	3	-1
s2	38.99	-3.6	3	-1
s3	92.74	84.95	3	-1
d0	43	175	100000	-1
-1				
EOF				
